"","GSM1052615","GSM1052616","GSM1052617","GSM1052618","GSM1052619","GSM1052620"
"MIER1",10.0557,9.87792,10.1196,10.4199,10.4214,10.2392
"IL23R",4.36624,4.27463,4.27492,4.20579,4.19981,4.18778
"IL12RB2",5.48851,5.49838,5.4143,5.19765,5.37217,5.55696
"GADD45A",8.7795,8.57025,8.59321,8.50628,8.52505,8.48058
"LRRC7",6.92053,6.76778,6.23094,9.65332,9.59841,9.03964
"PIN1P1",9.10255,9.15304,9.05567,9.04766,8.96613,9.03146
"SRSF11",12.7039,12.6957,12.7356,12.6387,12.7658,12.6166
"HHLA3",8.48291,8.30611,8.5096,9.78843,9.75322,9.94041
"CTH",7.75925,7.43508,7.81937,8.61827,8.33716,8.52484
"TYW3",10.5794,10.373,10.5035,10.1667,10.1673,10.3938
"LHX8",7.59366,7.32291,7.55971,7.70356,7.71636,7.88388
"ACADM",11.5729,11.4454,11.5034,11.9756,11.9919,11.8254
"RABGGTB",11.159,11.0102,11.092,10.6551,10.6538,10.6242
"SNORD45C",9.92196,9.85898,10.047,9.50251,9.67027,9.35601
"AK5",8.8102,8.41333,8.69557,9.35004,9.34947,9.21253
"MIGA1",9.75429,9.54755,9.77575,9.66958,9.6289,9.51476
"NEXN",8.62113,8.26906,8.2159,8.60381,8.55456,8.31048
"DNAJB4",9.20653,8.90432,9.19945,10.257,10.1866,9.98754
"GIPC2",5.89085,5.81463,5.67739,5.80546,5.66483,5.70699
"PTGFR",6.11355,5.98979,6.01414,6.50816,6.78632,6.8445
"IFI44L",6.27652,6.14648,6.39197,8.73299,8.5986,8.48622
"IFI44",8.37918,8.0201,8.30513,8.84958,8.68878,8.63322
"ADGRL2",9.38618,9.18409,9.41554,9.75753,9.6136,9.5424
"ARID3B",7.99356,7.91808,7.96377,8.08297,8.14407,8.03949
"PRKACB",10.2648,10.1477,10.342,10.7616,10.7637,10.7376
"NEDD8P1",7.9442,8.21623,8.05705,7.94934,8.19788,8.32354
"SAMD13",5.3655,5.37959,5.19935,5.98724,5.45868,5.81648
"DNASE2B",4.85833,5.02735,4.68057,4.76414,4.79908,4.89959
"RPF1",10.8277,10.7153,10.945,10.254,10.3164,10.5274
"SPATA1",4.24456,4.15971,4.03359,4.57058,4.30061,4.41996
"DNAI3",6.14158,5.92249,5.96078,6.86797,6.65637,6.46647
"CCN1",9.91169,9.76743,9.81911,8.60296,8.49292,8.37333
"CLCA2",5.06702,5.38104,5.20734,5.07321,5.04606,5.35503
"CLCA1",4.79926,4.81166,4.63891,4.70632,4.65273,4.83794
"CLCA4",4.76269,4.85477,4.86678,4.89434,4.78261,4.6248
"CLCA3P",4.7356,4.7346,4.71912,4.80505,4.62289,4.61523
"SH3GLB1",10.3256,10.317,10.396,10.2526,10.4468,10.3238
"HS2ST1",9.32775,9.1222,9.27973,9.3078,9.27031,9.38418
"LINC01140",7.00458,7.13241,7.07242,7.37016,7.29821,7.42348
"LMO4",7.24534,7.03828,7.02713,8.09659,8.02166,8.17431
"PKN2",10.7903,10.4004,10.6783,10.8174,10.8824,10.7355
"GBP6",4.97735,4.99782,4.82683,4.87847,4.93568,4.91102
"LRRC8B",8.03834,7.75659,7.98905,7.25317,7.23798,7.27648
"LRRC8C",8.31054,8.31147,8.28978,7.86153,7.68803,7.99827
"LRRC8D",10.8799,10.7882,10.9153,11.5675,11.5992,11.525
"ZNF326",10.0584,9.98481,10.1431,10.1356,10.2804,10.2681
"CDC7",8.31296,8.02831,8.33898,7.62881,7.67731,7.58841
"HSP90B3P",6.80636,6.8272,6.85088,6.45658,6.35926,6.31328
"BRDT",5.02933,4.92094,4.91106,4.77104,4.8824,4.81762
"EPHX4",8.78465,8.61936,8.68545,8.52779,8.34384,8.39134
"BTBD8",6.63996,6.59504,6.89049,8.35534,8.46873,7.96741
"C1orf146",3.83418,3.89415,3.86966,3.76596,3.76357,3.83099
"RPAP2",9.56938,9.24724,9.53908,9.66399,9.79394,9.64574
"SNORD21",6.96504,6.85755,7.30089,6.79976,6.72394,6.88699
"MTF2",9.69988,9.54603,9.77132,9.02567,9.13339,8.96741
"CCDC18",7.22776,7.12281,7.31028,6.78785,6.71422,6.58509
"DR1",11.3244,11.2517,11.2873,11.0107,11.0109,10.7846
"FNBP1L",9.2469,8.88797,9.14693,9.54142,9.61446,9.70177
"ABCD3",9.77357,9.50627,9.8967,9.90698,9.80342,9.60039
"SLC44A3",6.79126,6.84278,6.67383,7.29575,7.1762,7.18592
"PTBP2",10.4002,10.1879,10.4544,10.3132,10.3739,10.2504
"SNX7",8.39402,8.26917,8.55029,8.24837,8.2832,8.31579
"PLPPR4",6.39842,6.40783,6.29957,7.0067,7.10938,7.05619
"PALMD",4.93149,5.29047,5.06017,5.23381,5.03475,5.16071
"AGL",9.3545,9.18402,9.31553,9.83881,9.85371,9.78486
"SLC35A3",9.22684,8.88868,9.29187,9.12125,9.28369,8.71985
"MFSD14A",11.8316,11.6729,11.8861,11.621,11.6803,11.4589
"TRMT13",10.1752,10.2192,10.3365,10.0631,10.2266,10.2247
"RTCA",11.1712,11.0876,11.1203,11.1751,11.1709,11.1692
"CDC14A",9.80304,9.58873,9.85064,9.51285,9.52408,9.39243
"GPR88",8.51885,8.58553,8.50151,8.54706,8.53501,8.58776
"VCAM1",6.08545,6.17018,6.15666,6.19597,6.17875,6.21074
"SLC30A7",11.9549,12.0231,12.0866,11.6693,11.6767,11.428
"S1PR1",5.76903,5.80822,5.66889,5.84058,5.83434,5.739
"DNAJA1P5",4.99251,4.97625,5.03223,4.62812,4.46565,4.64334
"RNPC3",10.0671,9.86091,10.0007,10.7845,11.0844,10.7974
"PRMT6",8.88934,8.67239,8.89855,8.80126,8.68684,8.50957
"NTNG1",7.2022,7.01835,7.23189,8.22645,8.27205,8.13627
"FAM102B",9.14908,8.90275,9.05899,8.98784,8.99167,8.94278
"PRPF38B",9.88147,9.68515,9.77851,9.5759,9.6006,9.49066
"FNDC7",5.44515,5.20776,5.28463,5.17564,4.68594,5.22206
"STXBP3",9.64402,9.35165,9.55514,10.0237,10.1074,9.95886
"SPATA42",4.99088,5.17712,5.07331,4.97842,4.93265,5.03168
"GPSM2",10.455,10.2055,10.2814,10.1173,10.0778,9.83396
"TMEM167B",10.8096,10.7277,10.8604,11.2122,11.3405,11.3482
"ELAPOR1",7.20081,7.22348,7.23266,7.41697,7.48033,7.34976
"SARS1",11.602,11.3315,11.6459,11.93,11.9239,11.5983
"CELSR2",8.65676,8.72643,8.67317,9.65977,9.68997,9.73014
"SYPL2",7.87585,7.84846,7.78889,8.25893,8.3386,8.14693
"ATXN7L2",8.42148,8.36531,8.36874,8.27462,8.12206,8.49472
"CYB561D1",8.21673,8.08045,8.24976,8.41493,8.50399,8.51084
"GPR61",7.42312,7.64098,7.40003,7.2348,7.12452,7.46014
"GNAI3",10.8531,10.5737,10.7386,10.5352,10.655,10.6891
"MIR197",8.56525,8.81397,8.61625,8.73688,8.57398,8.85697
"AMPD2",9.43274,9.4538,9.48099,9.49952,9.39653,9.44063
"GSTM1",11.252,11.3065,11.371,11.8075,11.7393,12.0535
"GSTM5",6.41096,6.27242,6.49372,6.77427,6.78052,6.95066
"CSF1",8.9116,9.01604,9.0257,8.82729,8.75033,8.82791
"AHCYL1",12.0337,12.043,12.1085,12.1454,12.0994,11.9454
"STRIP1",9.68426,9.61383,9.67388,9.84548,9.76795,9.8459
"UBL4B",6.27634,6.62723,6.29145,6.64052,6.34328,6.38005
"SLC6A17",7.09007,6.91584,6.89965,6.86219,6.5239,6.8984
"KCNC4",8.28767,8.26259,8.08938,7.71329,7.57928,7.71357
"RBM15",10.0344,10.0386,10.1683,9.71646,9.74639,9.5668
"PROK1",6.91152,7.05592,6.84743,6.89053,6.62316,6.8741
"CD53",6.39268,6.59438,6.40331,6.35924,6.38314,6.29871
"CEPT1",10.5095,10.2994,10.5528,10.6173,10.5215,10.6515
"CHI3L2",6.05563,5.80573,6.14957,6.82293,7.0026,6.99292
"CHIAP2",5.29212,5.40958,5.14927,4.991,5.14889,5.08582
"CHIA",6.1799,6.10015,6.13283,5.99665,6.00762,6.09186
"PIFO",6.01577,6.35057,6.25633,6.65065,6.65984,6.48305
"ATP5PB",8.0376,8.1015,8.00345,8.12872,7.99842,8.10377
"C1orf162",6.82698,6.99855,6.61888,6.65733,6.73922,7.17595
"RAP1A",10.3432,10.1618,10.2961,10.3072,10.4895,10.4678
"DDX20",10.8132,10.6639,10.8538,10.0057,9.92061,9.60657
"CTTNBP2NL",10.1793,10.1392,10.2169,10.3115,10.3278,10.2423
"WNT2B",7.28853,7.375,7.19523,7.3636,7.31313,7.5699
"CAPZA1",11.5254,11.4657,11.5194,11.4416,11.388,11.4056
"MOV10",10.4261,10.3338,10.5162,11.2464,11.2118,11.3034
"TAFA3",8.32363,8.34926,8.29401,7.66238,7.697,7.8697
"AKR7A2P1",7.28385,7.32478,7.41175,7.35623,7.18333,7.01538
"LRIG2",9.28523,9.1321,9.25373,9.46378,9.48992,9.21461
"MAGI3",8.47203,8.44588,8.62097,9.08302,9.16135,9.17721
"DCLRE1B",8.92795,8.79458,8.94875,7.75937,7.63266,7.66853
"HIPK1",10.7365,10.7267,10.8127,10.3881,10.2303,10.1932
"OLFML3",7.25762,7.39593,7.17699,8.17735,8.24729,8.06928
"SYCP1",4.02607,4.06407,3.9507,4.10822,4.10274,4.0376
"TSHB",4.04367,3.95737,3.90587,3.92408,3.97202,3.97202
"VANGL1",9.44164,9.35079,9.33407,9.25343,9.19051,9.05678
"SLC22A15",7.71105,7.44051,7.71301,7.80207,8.21677,7.58431
"MAB21L3",5.94036,5.66315,5.81968,5.77366,5.87186,5.79288
"ATP1A1",13.1961,13.1421,13.2247,12.8622,12.8967,12.9155
"CD2",5.87908,6.04608,5.93063,5.92459,5.71927,6.08732
"PTGFRN",10.3058,10.1697,10.3178,10.3695,10.3669,10.4553
"CD101",6.59251,6.59214,6.37858,6.82751,6.79288,6.70373
"TTF2",9.76808,9.54483,9.75168,8.74561,8.60937,8.60203
"MAN1A2",10.2514,10.0852,10.3615,10.446,10.5785,10.4775
"TENT5C",7.28003,7.20758,7.30166,7.47094,7.36396,7.54183
"WDR3",10.4255,10.2544,10.4319,9.34515,9.26404,9.18956
"HAO2",6.16865,6.11901,5.94763,5.91002,5.86741,5.97504
"HSD3B2",5.1647,5.33082,5.20164,5.27919,5.11929,5.24059
"HSD3B1",6.04203,6.1025,5.97133,5.81705,5.9068,5.86134
"HSD3BP4",7.46035,7.56319,7.30432,7.23687,7.3737,6.94444
"PHGDH",11.9537,11.8864,12.0429,12.4166,12.2361,12.0738
"LINC00328",9.69131,10.0987,10.0452,10.3407,10.9031,10.4687
"RNVU1-3",8.37,8.05386,8.3809,8.68667,8.54862,8.18325
"RNVU1-6",10.3225,10.152,10.0278,9.85173,9.70264,9.769
"HJV",6.71158,6.85227,6.51091,6.6242,6.39512,6.85213
"TXNIP",9.92211,9.71514,9.87822,12.87,12.7472,12.7439
"ANKRD34A",7.84149,7.97634,8.02922,8.12515,8.08294,8.37393
"LIX1L",10.8665,10.8202,11.0504,11.0164,10.8931,10.7995
"PEX11B",11.6355,11.5082,11.6243,11.9973,11.9682,12.0313
"ITGA10",6.95721,6.93818,6.89402,6.48645,6.52746,6.53027
"ANKRD35",6.01104,6.05053,6.01614,5.80125,5.96054,6.0447
"PIAS3",10.3743,10.2555,10.4965,10.6714,10.552,10.5661
"RNF115",10.6544,10.5492,10.7467,10.9271,11.0068,10.9091
"ABHD17A",10.3205,10.294,10.2651,10.3223,10.2451,10.439
"CHD1L",9.34337,9.16575,9.37708,9.04849,9.06351,9.18434
"BCL9",10.6612,10.6227,10.7811,11.365,11.2926,11.5164
"GJA8",6.48632,6.31926,6.31078,6.2732,6.14919,6.44305
"RNVU1-19",11.0845,11.0117,10.8151,10.7343,10.3523,11.045
"VOPP1",10.1368,10.0782,10.0287,9.84197,9.8065,9.89783
"PFN1P2",12.9363,12.9346,13.0168,12.9589,13.0609,13.0067
"LINC01145",7.01931,7.1243,7.22183,7.60039,7.58788,7.5491
"H2AC20",12.5361,12.5661,12.5008,11.8923,11.6632,11.8835
"BOLA1",7.43561,7.67186,7.48983,7.50639,7.4159,7.5455
"VPS45",11.5471,11.3986,11.6053,11.958,11.8908,11.9542
"PLEKHO1",9.0297,8.9326,8.91197,9.02771,9.12299,9.31997
"CA14",5.49662,5.66294,5.52208,5.77359,6.02838,5.57214
"C1orf54",5.83264,6.0226,5.88128,6.33948,6.64403,6.54196
"CIART",6.25031,6.43053,6.2921,6.26837,6.1732,6.33501
"MRPS21",12.478,12.4438,12.5393,12.4235,12.5469,12.5258
"PRPF3",11.3272,11.1351,11.2944,10.8405,10.8563,10.9726
"RPRD2",11.5947,11.5309,11.664,11.7037,11.7029,11.6049
"TARS2",9.89767,9.72818,9.80182,9.91927,9.8762,9.75823
"ECM1",9.11411,9.02508,8.82886,9.78136,9.76604,9.88391
"ADAMTSL4",7.66669,7.69573,7.65703,8.14448,8.12749,8.53398
"SETDB1",10.0444,9.96433,10.0571,10.3424,10.2803,10.4019
"ANXA9",7.99433,8.06458,7.87456,9.69031,9.87467,9.53712
"PRUNE1",10.4974,10.4699,10.5518,11.0845,10.8417,11.0585
"BNIPL",6.64866,6.71653,6.78188,6.67157,6.43008,6.55146
"C1orf56",10.026,10.0459,10.0819,10.9745,10.7889,10.862
"MLLT11",12.6419,12.6623,12.6966,12.5721,12.4774,12.61
"GABPB2",8.35019,8.12642,8.27295,9.04553,9.05532,8.95315
"PIP5K1A",11.955,11.8708,11.9079,11.889,11.8645,11.729
"PSMD4",9.31173,9.04632,9.27133,9.23811,9.18424,9.25774
"ZNF687",9.30386,9.33941,9.2526,9.62036,9.51688,9.64398
"PSMB4",12.7372,12.6753,12.7843,12.8023,12.781,12.852
"CGN",7.36974,7.26634,7.34204,7.28466,7.11365,7.19724
"TUFT1",9.31868,9.13081,9.24834,9.35364,9.28856,9.14038
"SNX27",11.0285,10.9555,11.0603,10.8501,10.8139,10.8209
"RIIAD1",6.36398,6.3487,6.28604,6.19441,6.21099,6.30325
"OAZ3",6.07222,6.12414,5.98885,5.97128,5.95231,6.11832
"LCE5A",7.85984,7.98498,7.92705,7.65951,7.44427,7.65045
"CRCT1",6.21118,6.31803,6.02559,6.00301,6.1252,6.04325
"LCE3C",6.89782,7.16402,6.96674,6.67503,6.72815,7.0309
"LCE3B",8.93982,9.09341,8.89072,8.89242,8.92042,8.77945
"LINC00302",6.21413,6.55167,6.25194,6.04572,6.12655,6.24733
"LCE2D",6.58612,7.06648,6.39147,6.39694,6.48848,6.46096
"LCE2C",5.75169,6.07479,5.6371,5.56534,5.57786,5.68682
"LCE2B",7.70918,7.64805,7.44779,7.47335,7.29857,7.39608
"LCE2A",8.28107,8.63283,8.2696,8.25275,8.19532,8.29344
"LCE4A",7.12613,7.30467,7.48707,7.18507,7.05022,7.20481
"C1orf68",7.39991,7.69707,7.44404,7.40609,7.20033,7.60979
"KPRP",6.31416,6.60107,6.32392,6.14027,6.34449,6.65593
"LCE1F",8.22967,8.50965,8.2351,8.21184,7.955,8.27392
"LCE1E",8.3041,8.43869,8.19217,8.06197,8.08274,7.90468
"LCE1D",9.74063,9.82742,9.61193,9.63387,9.58336,9.83802
"LCE1B",6.36919,6.32829,6.35719,6.11825,5.93832,6.31903
"LCE1A",8.77215,8.85333,8.85347,8.74499,8.46242,8.84056
"SMCP",5.82402,6.02576,5.82863,5.72028,5.71574,5.96076
"IVL",6.51543,7.00038,6.71186,6.53283,6.40579,6.60279
"SPRR4",7.61193,7.85853,7.36392,7.12893,7.42225,7.45904
"SPRR1A",7.90507,8.13959,7.80034,7.85165,7.80155,7.68534
"SPRR3",6.80192,6.95229,6.76826,6.74011,6.63506,6.7487
"SPRR1B",6.01725,6.32852,6.14934,6.1613,6.23674,6.01433
"LELP1",7.34363,7.6132,7.37969,7.21015,7.23228,7.30524
"LORICRIN",7.04786,7.10115,7.04032,6.80855,6.72214,6.86468
"S100A9",6.63549,6.92495,6.67527,6.66033,6.6045,6.56291
"S100A7A",5.83253,5.85434,5.63385,5.61996,5.59663,5.58489
"S100A1",7.63281,7.71389,7.6761,8.35683,8.33249,8.70139
"CHTOP",10.3195,10.2172,10.2343,10.2738,10.2177,10.2131
"SNAPIN",10.7696,10.5647,10.5834,10.9537,10.9394,11.184
"NPR1",6.79147,6.98216,6.62724,6.59375,6.46987,6.82202
"INTS3",11.3358,11.3042,11.4127,11.6883,11.5851,11.6977
"SLC27A3",7.87263,7.92665,7.91267,8.47488,8.23686,8.2853
"CREB3L4",7.73867,7.77904,7.80068,8.51112,8.36526,8.50566
"UBAP2L",12.63,12.6448,12.6933,12.5362,12.548,12.5251
"HAX1",11.4981,11.3214,11.3174,11.4302,11.3328,11.557
"AQP10",6.37154,6.35719,6.36102,6.43205,6.31044,6.27364
"ATP8B2",10.6807,10.6195,10.6838,11.3617,11.3293,11.1879
"IL6R",8.65195,8.64511,8.94941,10.0582,10.3266,10.3516
"TDRD10",6.14709,6.12722,6.02826,6.0883,5.93761,6.20646
"CHRNB2",8.69142,8.65241,8.60409,8.65434,8.6953,8.81475
"FLAD1",8.78649,8.71749,8.72655,8.73663,8.58817,8.78815
"LENEP",7.11041,7.40785,7.3086,7.11094,7.34694,7.26757
"ZBTB7B",8.5119,8.63253,8.61705,8.8655,8.63315,8.86063
"DCST1",6.65087,6.78485,6.53946,6.49584,6.58914,6.73442
"ADAM15",9.92099,9.88673,9.80033,9.82895,9.70019,9.78412
"EFNA4",9.67293,9.57784,9.61349,9.85486,9.87758,9.92471
"EFNA3",8.48027,8.3413,8.43391,8.82742,8.74656,8.83963
"EFNA1",7.93213,7.85553,7.93052,8.78407,8.88035,8.99832
"SLC50A1",11.2456,11.1635,11.178,12.2643,12.1704,12.2246
"TRIM46",7.84488,7.98878,7.86789,8.12996,7.83263,8.14888
"MTX1",10.3184,10.3366,10.1524,10.2939,10.1771,10.2954
"HCN3",8.20038,8.27306,8.13486,8.13252,8.07153,8.29471
"FDPS",9.72774,9.46366,9.64928,9.33484,9.146,9.30973
"RUSC1",9.64449,9.54157,9.60441,9.66151,9.46607,9.40945
"POU5F1P4",7.29016,7.39604,7.51325,7.4389,7.1518,7.20142
"DAP3",10.5042,10.4748,10.4268,10.2497,10.276,10.3118
"SYT11",10.2977,10.1732,10.2627,11.367,11.3199,11.3152
"RXFP4",6.90039,7.04282,6.79778,6.97804,6.68089,6.91832
"LAMTOR2",9.34927,9.13303,9.15623,9.53399,9.39959,9.64341
"RAB25",5.95043,6.18322,6.09206,5.75318,5.87765,5.97425
"LMNA",12.1962,12.0666,12.0505,11.9927,11.9048,11.8924
"SEMA4A",6.9209,6.965,6.98371,6.70973,6.92521,6.8657
"SLC25A44",10.3795,10.3869,10.3165,10.3611,10.324,10.4311
"TMEM79",7.66898,7.59663,7.61812,7.86393,7.72794,7.8565
"TSACC",6.5636,6.60784,6.58744,7.08632,6.97464,7.28213
"RHBG",7.07772,7.31751,7.10979,6.95252,7.02749,7.16938
"TTC24",7.82725,8.08169,7.87892,7.6677,7.56757,7.68455
"NAXE",12.0566,12.0999,12.0062,12.4972,12.4394,12.5394
"HAPLN2",7.7826,7.87387,7.67688,7.6072,7.47992,7.70149
"BCAN",7.64579,7.85225,7.70694,7.79761,7.71783,7.70115
"METTL25B",9.60055,9.54941,9.6477,10.1928,10.2102,10.2111
"PRCC",11.6155,11.6374,11.6014,11.4937,11.4231,11.5713
"NTRK1",7.7166,7.87854,7.70923,7.70207,7.71817,7.79203
"PEAR1",7.2285,7.69761,7.29604,7.25486,7.33334,7.37095
"LRRC71",6.63095,6.72838,6.56445,6.57878,6.42093,6.49719
"KIRREL1",11.3528,11.3142,11.3934,11.2779,11.1783,11.0563
"CD1D",8.93566,8.9246,8.97841,9.23216,9.17217,8.95397
"CD1A",5.68205,5.65905,5.82145,5.56691,5.7237,5.52997
"CD1C",5.74972,6.1153,5.80531,5.92265,5.72054,5.86208
"CD1E",6.42335,6.41211,6.43986,6.49921,5.9795,6.44524
"OR10K1",5.78395,5.9606,5.74795,5.76855,5.79833,5.56042
"OR10R2",4.34938,4.18429,4.31628,4.29329,4.2593,4.23756
"OR10R3P",4.20946,4.37534,4.34425,4.28532,4.24469,4.16758
"OR10Z1",5.77804,5.93352,5.77708,5.57081,5.91224,5.84632
"OR6K6",5.20425,5.28894,5.21003,5.19612,5.08326,5.17867
"MNDA",3.92309,4.14622,3.9291,4.15287,3.86901,3.93245
"PYHIN1",6.35958,6.41961,6.23831,6.52562,6.49633,6.42129
"IFI16",11.5186,11.4291,11.5211,11.8588,11.8892,11.6531
"CADM3",7.56614,7.46043,7.4762,7.85503,7.50587,7.99172
"ACKR1",6.75916,6.91924,6.87896,6.77199,6.70965,6.80539
"FCER1A",4.54877,4.67422,4.60243,4.50374,4.69357,4.52771
"OR10J1",5.50591,5.72391,5.58886,5.42413,5.53997,5.33703
"APCS",6.08495,6.19014,5.8928,5.94268,6.00609,6.01154
"DUSP23",10.1382,10.1408,10.1527,9.97168,9.88768,10.0498
"FCRL6",6.67302,6.80659,6.63185,6.70463,6.66654,6.52548
"SLAMF8",6.60423,6.70581,6.26271,6.31669,6.46303,6.31967
"KCNJ9",7.21009,7.44296,6.99893,7.05185,6.90414,7.18851
"ATP1A2",6.77092,7.21106,6.78854,7.15231,6.97922,7.02395
"ATP1A4",6.07495,6.22967,6.0875,5.82602,5.92458,6.05281
"CASQ1",6.34595,6.49368,6.34239,6.7861,6.87009,6.97412
"PEA15",12.5818,12.5806,12.6871,12.4556,12.4653,12.4995
"SUMO1P3",5.98744,4.88975,5.96243,5.59009,5.46387,5.33663
"NCSTN",11.1186,11.1512,11.1964,11.7533,11.7349,11.8219
"NHLH1",7.1982,7.33836,7.24056,7.42778,7.21664,7.27583
"VANGL2",7.71849,7.84711,7.95932,8.33079,8.20642,8.30819
"SLAMF7",7.18,6.93638,6.90213,7.45794,8.03043,7.30463
"LY9",6.92605,6.97295,6.878,6.66131,6.69048,6.90541
"KLHDC9",5.92293,5.98772,5.84853,5.79472,5.81783,5.86911
"NIT1",9.17983,9.02831,9.09554,10.2196,10.1144,10.2862
"UFC1",13.1488,13.1126,13.148,13.3275,13.3367,13.4575
"USP21",10.5632,10.5064,10.5719,10.8233,10.7431,10.6826
"PPOX",7.27468,7.21202,7.19477,7.95356,7.75018,7.85359
"NDUFS2",11.8292,11.7048,11.7545,12.0971,12.0837,12.0096
"FCER1G",6.64256,6.7541,6.84252,6.03927,6.56773,6.41644
"TOMM40L",8.81207,8.76272,8.87101,8.61648,8.64256,8.72171
"PCP4L1",7.68377,7.82323,7.9475,7.78721,7.70364,7.68936
"FCGR2A",6.01785,5.4776,5.90767,5.29095,5.56134,5.56982
"HSPA6",6.68143,6.70116,6.56737,6.50166,6.37068,6.41006
"FCGR2B",5.87088,5.68247,5.79453,5.51272,5.91002,5.39161
"FCRLA",7.44455,7.65866,7.73115,7.64813,7.6971,7.87334
"FCRLB",8.46392,8.50704,8.49168,8.13535,8.16886,8.07733
"DUSP12",10.4028,10.1648,10.38,9.73893,9.92231,9.91174
"ATF6",11.6959,11.6572,11.7643,11.8632,11.9159,11.7486
"NOS1AP",8.56756,8.68471,8.70818,9.3111,9.19614,9.08605
"UHMK1",11.216,11.0327,11.0856,10.8851,10.9082,10.6409
"UAP1",11.2648,11.1767,11.2186,10.3431,10.4393,10.4264
"DDR2",11.2159,11.1595,11.2597,11.9429,11.7583,11.7121
"RGS4",6.79223,6.66601,6.79133,6.51172,6.30657,6.25918
"NUF2",11.1882,11.0256,11.144,9.87092,9.5569,9.27892
"PBX1",8.88953,8.97756,9.02839,10.782,10.7249,10.7714
"LRRC52",5.52947,5.60669,5.52121,5.46753,5.56746,5.49721
"MGST3",11.2623,11.1134,11.0277,11.9889,11.9977,12.2266
"LOC440700",5.78285,5.91496,5.91081,5.91981,5.80683,5.79779
"UCK2",11.5523,11.321,11.4825,9.90863,9.90107,9.9582
"FMO9P",5.99214,6.20723,5.90517,5.71625,5.684,5.93
"POGK",11.1899,11.1981,11.2196,10.7941,10.7274,10.6037
"MAEL",4.52594,4.6105,4.58071,4.50928,4.5804,4.6622
"STYXL2",6.74868,6.83162,6.59319,6.41986,6.36434,6.57632
"POU2F1",11.505,11.6148,11.5316,10.5873,10.5213,10.4234
"RCSD1",7.3996,7.69997,7.35728,7.06605,7.12733,7.25393
"MPZL1",10.2768,10.1616,10.2954,9.77972,9.65693,9.91428
"DCAF6",10.5223,10.458,10.4911,11.0857,11.0914,11.0767
"TIPRL",10.9907,10.8919,10.945,10.8411,10.701,10.7961
"SFT2D2",11.5289,11.5479,11.6119,11.3408,11.5407,11.3546
"TBX19",8.24173,8.24539,8.23633,8.69846,8.76285,8.68836
"ATP1B1",11.0921,10.9951,11.0099,11.8105,11.8268,12.0911
"BLZF1",12.002,11.9385,12.043,12.0644,12.1475,12.0768
"C1orf112",9.80693,9.60676,9.88323,8.80609,8.67885,8.50679
"GORAB",10.0437,9.67522,10.2354,9.9433,10.0658,9.84541
"PRRX1",10.0862,9.92995,10.2286,10.1184,10.0342,10.2993
"MROH9",4.42551,4.29383,4.52806,4.23604,4.46197,4.2004
"FMO3",5.11791,5.3112,4.96103,5.0064,4.96264,5.02131
"FMO6P",5.55203,5.56703,5.29299,5.13406,5.0617,5.35936
"FMO2",5.56539,5.72096,5.58262,5.41406,5.45481,5.5856
"FMO1",4.51015,4.66198,4.51673,4.3834,4.50768,4.5637
"FMO4",6.88238,6.67473,6.54259,7.65339,8.25388,7.39813
"PRRC2C",12.2345,12.2385,12.2872,12.0579,12.0926,12.076
"METTL13",10.4068,10.2717,10.5267,9.78402,9.78611,9.73325
"DNM3",9.19878,9.17053,9.2607,9.07389,9.37484,9.14945
"C1orf105",4.68052,4.91159,4.80719,4.54317,4.62384,4.69828
"SUCO",9.77579,9.64057,9.69087,9.63463,9.66023,9.38194
"FASLG",6.25194,6.46047,6.27009,6.27985,6.14158,6.31294
"PRDX6",12.3973,12.4131,12.4868,12.39,12.3109,12.2704
"KLHL20",10.7825,10.6397,10.87,10.8263,10.8948,10.7479
"DARS2",11.3843,11.2507,11.4445,10.8485,10.8056,10.5843
"ZBTB37",8.46909,8.24692,8.51258,8.7995,8.91816,8.77345
"RABGAP1L",7.53361,7.45265,7.56752,7.74074,7.92169,7.73403
"GPR52",7.22966,7.38599,7.22966,7.1504,7.62841,7.39695
"TNN",6.34717,6.54449,6.4156,6.13883,6.14654,6.3012
"LINC01657",6.30462,6.40512,6.28206,6.25808,6.27497,6.53776
"PAPPA2",6.03314,6.12094,5.92879,5.80024,5.92126,6.06413
"BRINP2",7.51484,7.71637,7.51405,7.91147,7.62047,7.84796
"RASAL2",10.2762,10.2576,10.2663,10.6539,10.8493,10.612
"TEX35",5.15472,5.35259,5.19984,5.29894,5.04201,5.23056
"C1orf220",7.53197,7.56997,7.52295,8.84215,9.09051,8.58872
"RALGPS2",9.79716,9.72988,9.80435,10.8953,10.9348,10.6714
"FAM20B",10.6588,10.4498,10.6593,10.3627,10.3354,10.1761
"TOR3A",9.59699,9.55657,9.58349,9.24325,9.14028,9.20313
"SOAT1",10.5459,10.2892,10.4411,10.3468,10.5376,10.3693
"AXDND1",5.09676,5.10964,5.00795,5.05521,4.93149,5.03416
"TDRD5",5.26065,5.40414,5.16873,5.37546,5.15407,5.46106
"FAM163A",6.52405,6.58665,6.59827,6.66546,6.48873,6.53647
"TOR1AIP1",11.8723,11.9219,11.9269,12.0759,12.0335,11.8887
"CEP350",10.7909,10.6479,10.8098,10.6747,10.6591,10.5539
"QSOX1",10.412,10.3423,10.4486,10.5168,10.4516,10.4973
